AUDIO_FILE_NAME,SCORE,Prediction,SPEAKER_ID,ENVIRONMENT_ID,ATTACK_ID,KEY,Stat
LA_E_3232925,-2328.766553198085,spoof,LA_0015,-,A12,spoof,True
LA_E_8287729,-1906.3481140453646,spoof,LA_0027,-,A11,spoof,True
LA_E_1345588,-2993.5609715698943,spoof,LA_0039,-,A10,spoof,True
LA_E_9540837,-2776.3261554063456,spoof,LA_0043,-,A08,spoof,True
LA_E_1551568,-2190.457176210873,spoof,LA_0026,-,A09,spoof,True
LA_E_7733651,-2327.154638577389,spoof,LA_0039,-,A08,spoof,True
LA_E_8579708,-2331.755179754508,spoof,LA_0042,-,A15,spoof,True
LA_E_3923677,-2624.5954751639524,spoof,LA_0035,-,A12,spoof,True
LA_E_4224268,-3567.2213655298046,spoof,LA_0027,-,A14,spoof,True
LA_E_1438729,-2099.4448198228793,spoof,LA_0017,-,A07,spoof,True
LA_E_2452286,-2.106876999124779,spoof,LA_0013,-,A19,spoof,True
LA_E_4641855,-1984.0188545605738,spoof,LA_0015,-,A12,spoof,True
LA_E_8997293,-13.77372152586031,spoof,LA_0002,-,A19,spoof,True
LA_E_3796089,-0.554157148138529,spoof,LA_0040,-,A17,spoof,True
LA_E_2433795,-2071.3892705276885,spoof,LA_0027,-,A15,spoof,True
LA_E_3555370,-2766.4828110532685,spoof,LA_0041,-,A15,spoof,True
LA_E_8788580,-2184.1540916911163,spoof,LA_0047,-,A08,spoof,True
LA_E_8279099,-2021.064010470433,spoof,LA_0003,-,A11,spoof,True
LA_E_9937222,-2210.5204833362777,spoof,LA_0006,-,A16,spoof,True
LA_E_3757580,-2485.9411709411725,spoof,LA_0043,-,A12,spoof,True
LA_E_8929297,-2587.3892421860655,spoof,LA_0022,-,A12,spoof,True
LA_E_9978399,0.9014228643582101,bonafide,LA_0043,-,A18,spoof,False
LA_E_6216811,-3094.75012463223,spoof,LA_0016,-,A13,spoof,True
LA_E_6775999,-943.3686649973492,spoof,LA_0002,-,A08,spoof,True
LA_E_4628976,-2558.515892489228,spoof,LA_0045,-,A11,spoof,True
LA_E_5264577,163.47746516397387,bonafide,LA_0043,-,A19,spoof,False
LA_E_7408942,-2768.0971437760704,spoof,LA_0037,-,A09,spoof,True
LA_E_7194592,-2468.4904617281695,spoof,LA_0039,-,A10,spoof,True
LA_E_3085421,-40.06904219109606,spoof,LA_0047,-,A18,spoof,True
LA_E_2560580,-3062.1049595730387,spoof,LA_0043,-,A09,spoof,True
LA_E_2989224,32.31930910682968,bonafide,LA_0006,-,A17,spoof,False
LA_E_4466407,-2679.323595192323,spoof,LA_0026,-,A09,spoof,True
LA_E_1092415,-2082.914883022535,spoof,LA_0046,-,A12,spoof,True
LA_E_5389766,-2597.471156748089,spoof,LA_0037,-,A12,spoof,True
LA_E_6057695,-3063.962842136839,spoof,LA_0017,-,A09,spoof,True
LA_E_9279527,-2439.7283164307078,spoof,LA_0003,-,A11,spoof,True
LA_E_3591494,-2229.5571433462414,spoof,LA_0021,-,A09,spoof,True
LA_E_7083836,168.14587539250033,bonafide,LA_0008,-,A17,spoof,False
LA_E_2654989,-3649.0221371299185,spoof,LA_0045,-,A14,spoof,True
LA_E_8379314,-65.80273222059759,spoof,LA_0027,-,A17,spoof,True
LA_E_9251958,-2413.321793631213,spoof,LA_0002,-,A11,spoof,True
LA_E_5077083,-69.79722669095077,spoof,LA_0029,-,A18,spoof,True
LA_E_7214868,-2920.5206291096333,spoof,LA_0047,-,A14,spoof,True
LA_E_5766103,-10.107862895681592,spoof,LA_0007,-,A17,spoof,True
LA_E_7371309,-1342.5615811338698,spoof,LA_0027,-,A16,spoof,True
LA_E_8299222,-2893.897995378134,spoof,LA_0008,-,A12,spoof,True
LA_E_6397921,-2491.173106758099,spoof,LA_0022,-,A10,spoof,True
LA_E_6293753,-2560.873375063715,spoof,LA_0019,-,A10,spoof,True
LA_E_6101397,136.20588408650042,bonafide,LA_0032,-,A19,spoof,False
LA_E_4469208,-1748.9443149052058,spoof,LA_0032,-,A07,spoof,True
LA_E_4638560,-3015.028429941025,spoof,LA_0029,-,A15,spoof,True
LA_E_5478148,-3149.9932031233557,spoof,LA_0033,-,A14,spoof,True
LA_E_3081931,-2267.3016742569966,spoof,LA_0048,-,A14,spoof,True
LA_E_6954634,-2771.75464290202,spoof,LA_0047,-,A10,spoof,True
LA_E_2620261,-46.62823954788519,spoof,LA_0001,-,A18,spoof,True
LA_E_4132306,-12.088300233185237,spoof,LA_0048,-,A19,spoof,True
LA_E_9889451,-2717.4457949793527,spoof,LA_0043,-,A15,spoof,True
LA_E_7571650,-1052.7308055994936,spoof,LA_0044,-,A08,spoof,True
LA_E_3479038,-1579.2194581356443,spoof,LA_0027,-,A16,spoof,True
LA_E_4030409,-2032.2680830712175,spoof,LA_0028,-,A13,spoof,True
LA_E_5628898,-2308.110719332406,spoof,LA_0044,-,A10,spoof,True
LA_E_1695373,-2303.2194492254685,spoof,LA_0033,-,A07,spoof,True
LA_E_3280144,-42.750629282134696,spoof,LA_0044,-,A18,spoof,True
LA_E_7161897,-41.08553499767618,spoof,LA_0048,-,A18,spoof,True
LA_E_8570895,-2940.4217139702623,spoof,LA_0033,-,A13,spoof,True
LA_E_1745309,-2581.148282506067,spoof,LA_0017,-,A11,spoof,True
LA_E_2525466,-2637.3022035221056,spoof,LA_0026,-,A12,spoof,True
LA_E_2574039,-3288.2148657659905,spoof,LA_0004,-,A08,spoof,True
LA_E_6186857,-2962.9851949232007,spoof,LA_0020,-,A09,spoof,True
LA_E_2115714,-2455.940117567719,spoof,LA_0022,-,A09,spoof,True
LA_E_4630500,-9.519882953913111,spoof,LA_0002,-,A18,spoof,True
LA_E_5142105,-2427.0641637973754,spoof,LA_0040,-,A15,spoof,True
LA_E_6611955,-2259.5748261077356,spoof,LA_0044,-,A12,spoof,True
LA_E_3906885,-1762.6125705786903,spoof,LA_0001,-,A08,spoof,True
LA_E_6650409,-2916.4393768512064,spoof,LA_0019,-,A13,spoof,True
LA_E_7961181,-3196.887226862199,spoof,LA_0029,-,A15,spoof,True
LA_E_1511663,-181.3160515757072,spoof,LA_0039,-,A19,spoof,True
LA_E_5695249,-2696.438137193303,spoof,LA_0046,-,A12,spoof,True
LA_E_4869023,-2235.029966860991,spoof,LA_0035,-,A08,spoof,True
LA_E_5394154,-617.846351243144,spoof,LA_0038,-,A08,spoof,True
LA_E_1601266,-2323.7830395104156,spoof,LA_0031,-,A16,spoof,True
LA_E_4368388,-2550.8922104743306,spoof,LA_0004,-,A08,spoof,True
LA_E_7398686,-3320.2278221089823,spoof,LA_0031,-,A08,spoof,True
LA_E_8809056,-2082.803765296273,spoof,LA_0023,-,A11,spoof,True
LA_E_9708168,-2477.0936424475317,spoof,LA_0022,-,A08,spoof,True
LA_E_2308641,-2899.917593297189,spoof,LA_0006,-,A13,spoof,True
LA_E_9368957,-1889.7701968419783,spoof,LA_0032,-,A15,spoof,True
LA_E_9253066,-2537.158613436927,spoof,LA_0031,-,A10,spoof,True
LA_E_1086905,-2123.476509231907,spoof,LA_0025,-,A14,spoof,True
LA_E_4257253,-2292.538506629083,spoof,LA_0018,-,A16,spoof,True
LA_E_4633286,-156.20064781325937,spoof,LA_0032,-,A18,spoof,True
LA_E_2575782,-2892.8188268255367,spoof,LA_0018,-,A07,spoof,True
LA_E_9497664,-2207.4522688456627,spoof,LA_0027,-,A11,spoof,True
LA_E_7871349,-3888.00801035343,spoof,LA_0035,-,A14,spoof,True
LA_E_2763561,-2235.9453030994287,spoof,LA_0038,-,A09,spoof,True
LA_E_6841754,-2570.921767284931,spoof,LA_0018,-,A16,spoof,True
LA_E_6723615,67.11759964778867,bonafide,LA_0035,-,A17,spoof,False
LA_E_4593733,-2410.107674387328,spoof,LA_0040,-,A10,spoof,True
LA_E_3519408,36.718747809824436,bonafide,LA_0026,-,A18,spoof,False
LA_E_4740833,-2308.8322442328536,spoof,LA_0026,-,A07,spoof,True
LA_E_9554032,-2175.021923052246,spoof,LA_0027,-,A10,spoof,True
LA_E_6264738,-2064.3478107373294,spoof,LA_0036,-,A07,spoof,True
LA_E_1020598,-2387.7302254797055,spoof,LA_0035,-,A08,spoof,True
LA_E_9105203,-2863.7893299013363,spoof,LA_0025,-,A16,spoof,True
LA_E_9614383,-1840.542396908313,spoof,LA_0011,-,A08,spoof,True
LA_E_5711897,-2270.093137355496,spoof,LA_0042,-,A09,spoof,True
LA_E_4503235,-3330.239549192542,spoof,LA_0047,-,A13,spoof,True
LA_E_1229877,37.220260016395514,bonafide,LA_0048,-,A19,spoof,False
LA_E_8259090,-2385.096097192974,spoof,LA_0022,-,A08,spoof,True
LA_E_4466954,-680.8228312081087,spoof,LA_0044,-,A16,spoof,True
LA_E_4773200,-1500.4187013635947,spoof,LA_0003,-,A10,spoof,True
LA_E_5396539,-3010.550663975982,spoof,LA_0039,-,A10,spoof,True
LA_E_1234746,-2096.7590729088934,spoof,LA_0026,-,A09,spoof,True
LA_E_2871372,-2695.886350691246,spoof,LA_0041,-,A12,spoof,True
LA_E_6980095,-2596.990910118991,spoof,LA_0037,-,A09,spoof,True
LA_E_7647367,-2531.2560616558085,spoof,LA_0039,-,A07,spoof,True
LA_E_1315683,-3806.154377061949,spoof,LA_0043,-,A14,spoof,True
LA_E_4415083,78.5087239572099,bonafide,LA_0045,-,A17,spoof,False
LA_E_1273737,-2765.567533156955,spoof,LA_0037,-,A11,spoof,True
LA_E_8936027,-2643.293652041115,spoof,LA_0017,-,A14,spoof,True
LA_E_6789652,-2420.0426664284814,spoof,LA_0014,-,A13,spoof,True
LA_E_4510419,-2395.0253406134657,spoof,LA_0041,-,A10,spoof,True
LA_E_9928092,-2402.6518596264023,spoof,LA_0008,-,A15,spoof,True
LA_E_7216506,28.857342625202136,bonafide,LA_0043,-,A18,spoof,False
LA_E_7711665,-2244.241159789598,spoof,LA_0035,-,A07,spoof,True
LA_E_7370148,-2340.314743418126,spoof,LA_0035,-,A10,spoof,True
LA_E_2267887,-3225.3448459827664,spoof,LA_0024,-,A10,spoof,True
LA_E_1049141,-2461.349396974954,spoof,LA_0014,-,A16,spoof,True
LA_E_7745038,-2835.164940610392,spoof,LA_0013,-,A15,spoof,True
LA_E_5990235,-10.651461950595603,spoof,LA_0027,-,A19,spoof,True
LA_E_6949456,-1790.1201725246096,spoof,LA_0033,-,A16,spoof,True
LA_E_1088448,27.643297324421383,bonafide,LA_0026,-,A19,spoof,False
LA_E_7732105,40.30360113625056,bonafide,LA_0036,-,A19,spoof,False
LA_E_7024740,-2204.1825279583927,spoof,LA_0012,-,A08,spoof,True
LA_E_7681451,-2732.7304512643705,spoof,LA_0003,-,A10,spoof,True
LA_E_6901228,-988.5358851287015,spoof,LA_0038,-,A11,spoof,True
LA_E_5065114,-1929.2297274095567,spoof,LA_0027,-,A10,spoof,True
LA_E_5244084,-2418.5110535340996,spoof,LA_0031,-,A10,spoof,True
LA_E_2269460,-2800.003244000183,spoof,LA_0027,-,A13,spoof,True
LA_E_5422971,-2170.5185558100197,spoof,LA_0048,-,A10,spoof,True
LA_E_8517678,-2867.7363949305354,spoof,LA_0018,-,A14,spoof,True
LA_E_6562604,-2816.1554694085457,spoof,LA_0033,-,A12,spoof,True
LA_E_4141852,-2642.2225566893812,spoof,LA_0029,-,A15,spoof,True
LA_E_3718657,-1907.237113035164,spoof,LA_0023,-,A11,spoof,True
LA_E_5084382,-2457.875715875705,spoof,LA_0001,-,A08,spoof,True
LA_E_2131162,-2248.7217122895304,spoof,LA_0040,-,A16,spoof,True
LA_E_1039869,-63.75028564125614,spoof,LA_0034,-,A19,spoof,True
LA_E_4000396,-43.23951763824061,spoof,LA_0016,-,A18,spoof,True
LA_E_8036583,-2484.965049009708,spoof,LA_0042,-,A15,spoof,True
LA_E_9320153,103.21551757377256,bonafide,LA_0006,-,A17,spoof,False
LA_E_4154353,-1937.842588275235,spoof,LA_0015,-,A12,spoof,True
LA_E_9565016,-2264.0288451548513,spoof,LA_0011,-,A13,spoof,True
LA_E_2871958,-2622.545106799661,spoof,LA_0006,-,A11,spoof,True
LA_E_9000949,-3654.1994434015014,spoof,LA_0045,-,A14,spoof,True
LA_E_9455238,-2544.840424114547,spoof,LA_0012,-,A08,spoof,True
LA_E_7204612,-2709.8085468636355,spoof,LA_0010,-,A16,spoof,True
LA_E_8079438,-2644.159429103555,spoof,LA_0045,-,A12,spoof,True
LA_E_6686915,-2214.645245869844,spoof,LA_0033,-,A07,spoof,True
LA_E_9791566,-63.775667922710454,spoof,LA_0040,-,A18,spoof,True
LA_E_9674652,34.695350204332954,bonafide,LA_0039,-,A19,spoof,False
LA_E_4505532,-2713.346832667381,spoof,LA_0008,-,A13,spoof,True
LA_E_4238027,-2691.832124032632,spoof,LA_0013,-,A07,spoof,True
LA_E_5154602,-1979.573783828651,spoof,LA_0021,-,A10,spoof,True
LA_E_7027245,-2835.9245560957515,spoof,LA_0034,-,A08,spoof,True
LA_E_3107852,-2188.9910466599554,spoof,LA_0043,-,A07,spoof,True
LA_E_3916755,-2936.827393594692,spoof,LA_0046,-,A13,spoof,True
LA_E_6544366,-1767.4079123296915,spoof,LA_0046,-,A12,spoof,True
LA_E_2958957,-2562.9540061200532,spoof,LA_0021,-,A10,spoof,True
LA_E_7984704,-2546.5411121664415,spoof,LA_0023,-,A09,spoof,True
LA_E_5361381,-2012.1107633564397,spoof,LA_0027,-,A15,spoof,True
LA_E_8425191,7.599393536409025,bonafide,LA_0025,-,A19,spoof,False
LA_E_6322543,-2490.6208997429917,spoof,LA_0031,-,A10,spoof,True
LA_E_9176404,-2349.6273735879363,spoof,LA_0010,-,A07,spoof,True
LA_E_2410763,-2527.324175308923,spoof,LA_0039,-,A13,spoof,True
LA_E_3349036,-2740.0595078729634,spoof,LA_0008,-,A11,spoof,True
LA_E_6166880,-2071.9737745534444,spoof,LA_0019,-,A08,spoof,True
LA_E_6101544,-2780.4690865740045,spoof,LA_0006,-,A14,spoof,True
LA_E_4298197,67.59850843943946,bonafide,LA_0024,-,A17,spoof,False
LA_E_7418692,-2627.614584027362,spoof,LA_0010,-,A14,spoof,True
LA_E_5481214,-226.51581199546308,spoof,LA_0037,-,A17,spoof,True
LA_E_4505498,-2567.022331880769,spoof,LA_0007,-,A12,spoof,True
LA_E_7987981,-2623.1752604878957,spoof,LA_0034,-,A11,spoof,True
LA_E_1332773,-2272.0789654816713,spoof,LA_0002,-,A09,spoof,True
LA_E_3725579,-2358.79101647156,spoof,LA_0020,-,A07,spoof,True
LA_E_4259164,-2717.977800716156,spoof,LA_0001,-,A12,spoof,True
LA_E_9643171,-2115.3327744081967,spoof,LA_0012,-,A08,spoof,True
LA_E_4976667,-1692.5045692215363,spoof,LA_0037,-,A07,spoof,True
LA_E_4062800,-2390.8140657075523,spoof,LA_0023,-,A10,spoof,True
LA_E_9897766,-2806.2018520574893,spoof,LA_0029,-,A10,spoof,True
LA_E_5031933,-26.093749479480266,spoof,LA_0039,-,A18,spoof,True
LA_E_7091221,-2765.025550530319,spoof,LA_0008,-,A12,spoof,True
LA_E_9234272,-42.67788854884839,spoof,LA_0019,-,A18,spoof,True
LA_E_3591247,-2554.074482572476,spoof,LA_0017,-,A08,spoof,True
LA_E_2733406,-1626.7618098265502,spoof,LA_0038,-,A08,spoof,True
LA_E_6847053,-1985.6505137767817,spoof,LA_0046,-,A10,spoof,True
LA_E_6567056,-2553.0632874517596,spoof,LA_0009,-,A11,spoof,True
LA_E_8489901,-2161.4657813306935,spoof,LA_0033,-,A15,spoof,True
LA_E_4635581,-1715.2455377779247,spoof,LA_0022,-,A08,spoof,True
LA_E_5303544,-2972.110948633514,spoof,LA_0044,-,A13,spoof,True
LA_E_6943688,-2329.6320824570257,spoof,LA_0042,-,A12,spoof,True
LA_E_1869331,-2310.5866279554243,spoof,LA_0032,-,A08,spoof,True
LA_E_5193725,-2004.5104360329074,spoof,LA_0021,-,A07,spoof,True
LA_E_5978282,-3251.095936861582,spoof,LA_0007,-,A11,spoof,True
LA_E_1100866,-2435.9679651346773,spoof,LA_0012,-,A09,spoof,True
LA_E_4117731,-2415.4445441766165,spoof,LA_0031,-,A10,spoof,True
LA_E_8862631,-2169.781492106862,spoof,LA_0018,-,A11,spoof,True
LA_E_5937339,-1946.2961536914836,spoof,LA_0013,-,A07,spoof,True
LA_E_1352021,-2003.1840919312435,spoof,LA_0023,-,A10,spoof,True
LA_E_1169945,-1116.775006076556,spoof,LA_0015,-,A08,spoof,True
LA_E_1096285,-3021.596815798112,spoof,LA_0004,-,A11,spoof,True
LA_E_3221466,-9.626518487649719,spoof,LA_0006,-,A19,spoof,True
LA_E_1680258,-2599.8137088517688,spoof,LA_0048,-,A07,spoof,True
LA_E_4997388,-2697.582881197405,spoof,LA_0021,-,A13,spoof,True
LA_E_5773182,-2198.2417416213198,spoof,LA_0027,-,A10,spoof,True
LA_E_4310639,-2003.892912095092,spoof,LA_0018,-,A16,spoof,True
LA_E_5050489,-57.47418880453188,spoof,LA_0013,-,A17,spoof,True
LA_E_7855495,-2360.853975644777,spoof,LA_0034,-,A11,spoof,True
LA_E_6459636,-57.285401812383725,spoof,LA_0006,-,A19,spoof,True
LA_E_1362497,-2858.8948704498703,spoof,LA_0019,-,A11,spoof,True
LA_E_9048634,-2589.2725968299856,spoof,LA_0033,-,A12,spoof,True
LA_E_4557741,-3139.0069800479514,spoof,LA_0009,-,A14,spoof,True
LA_E_9721086,-11.993583035205575,spoof,LA_0011,-,A19,spoof,True
LA_E_3584415,-3382.1244370290365,spoof,LA_0041,-,A14,spoof,True
LA_E_1074516,114.15408990801302,bonafide,LA_0044,-,A17,spoof,False
LA_E_3185939,18.706830425174303,bonafide,LA_0019,-,A18,spoof,False
LA_E_2030411,32.30262881377212,bonafide,LA_0026,-,A17,spoof,False
LA_E_8507678,-2689.163945172174,spoof,LA_0044,-,A14,spoof,True
LA_E_3059599,-2026.3429489613459,spoof,LA_0044,-,A09,spoof,True
LA_E_4303015,16.32239796711997,bonafide,LA_0017,-,A19,spoof,False
LA_E_9038536,-3115.2762600309024,spoof,LA_0004,-,A11,spoof,True
LA_E_9619732,-1815.3765107108693,spoof,LA_0048,-,A14,spoof,True
LA_E_7675095,-1598.227337907354,spoof,LA_0036,-,A09,spoof,True
LA_E_3538586,2.311728515818004,bonafide,LA_0023,-,A17,spoof,False
LA_E_4907374,30.733259047095544,bonafide,LA_0014,-,A18,spoof,False
LA_E_7507605,-2186.9271225982948,spoof,LA_0036,-,A12,spoof,True
LA_E_1160637,-2565.44698904562,spoof,LA_0008,-,A10,spoof,True
LA_E_9559529,53.82584731510747,bonafide,LA_0007,-,A17,spoof,False
LA_E_7270553,-3691.252763725715,spoof,LA_0006,-,A09,spoof,True
LA_E_3274979,-2261.3706368124813,spoof,LA_0039,-,A15,spoof,True
LA_E_1866494,39.79390189349283,bonafide,LA_0042,-,A17,spoof,False
LA_E_7703822,-2585.2002191489555,spoof,LA_0017,-,A10,spoof,True
LA_E_5969539,-2047.453939879757,spoof,LA_0042,-,A15,spoof,True
LA_E_7263685,-3312.676265068458,spoof,LA_0029,-,A11,spoof,True
LA_E_1546491,-2807.6688903674617,spoof,LA_0024,-,A13,spoof,True
LA_E_8456515,-2713.938112516339,spoof,LA_0034,-,A10,spoof,True
LA_E_9078328,-2294.7588622072853,spoof,LA_0020,-,A16,spoof,True
LA_E_9913842,-13.072790580548372,spoof,LA_0030,-,A18,spoof,True
LA_E_3809392,-2844.781989019482,spoof,LA_0021,-,A15,spoof,True
LA_E_5970718,-2215.8837344621456,spoof,LA_0043,-,A12,spoof,True
LA_E_5220516,-63.56606645960392,spoof,LA_0015,-,A17,spoof,True
LA_E_8991081,-2192.1275789140914,spoof,LA_0003,-,A15,spoof,True
LA_E_7059509,-2697.2456962761585,spoof,LA_0027,-,A09,spoof,True
LA_E_6833742,-267.681735230859,spoof,LA_0040,-,A08,spoof,True
LA_E_2809339,-2317.7461020465526,spoof,LA_0043,-,A12,spoof,True
LA_E_7689718,-1609.390515133889,spoof,LA_0004,-,A16,spoof,True
LA_E_5782197,-2580.3331956256598,spoof,LA_0045,-,A10,spoof,True
LA_E_9600513,-2211.3486378791313,spoof,LA_0048,-,A15,spoof,True
LA_E_2573986,-2166.4343888973603,spoof,LA_0003,-,A14,spoof,True
LA_E_9089297,-653.3774856570985,spoof,LA_0039,-,A08,spoof,True
LA_E_4918982,-2380.4831867689354,spoof,LA_0025,-,A10,spoof,True
